InstrumentID,SymbolFull
9957,PDFS
9958,FNKO
9979,LEU
9981,ATEX
10015,GULFNAV.AE
10053,USLM
10057,BUSE
10086,OFLX
10130,OABI
10132,UFCS
10136,NRDS
10144,ITRN
10159,ATNI
10171,FDUS
10174,MSBI
10305,NRIX
10340,RELL
10367,RDNW
10370,SILC
10407,CEPU
10428,CSR
10461,AORT
10487,SB
10521,CMT
10529,OPAD
10622,NQSE.DE
10627,GLUX.DE
10674,BBAI
10683,SOUN
10716,NG.US
10736,IREN
10748,SIQ.ASX
10752,CDAQF
10762,BLCO
10772,EWS
10781,BWX
10802,SCHC
10814,XYLD
10835,OMFL
10861,IOO
10887,IMUX
10940,VLN
10944,OMER
10968,DFTX
10979,PRLD
11021,SURG
11048,BLFY
11066,BDMD
11084,IZM
11099,NGS
11153,CATH
11177,NFRA.L
11178,SMSD.L
11233,VLX.L
11263,PHE.L
11274,CAML.L
11281,KP2.L
11349,HSP.L
11353,OXB.L
11408,ACSO.L
11528,NXR.L
11542,SRB.L
11594,QED.L
11636,LBG.L
11678,TPT.L
11737,IES.L
11955,HSD.L
12137,ALNA.L
12151,WCOA.L
12177,ADIB.DH
12178,2POINTZE.DH
12183,PALMS.DH
12184,PHX.DH
12212,CHYM
12288,TNIE.DE
12293,PCZ.DE
12312,M7U.DE
12373,QBY.DE
12418,NN6.DE
12462,NFN.DE
12480,SWA.DE
12483,MBQ.DE
12495,BYW.DE
12541,GTK.DE
12552,A4Y0.DE
12555,SAV.DE
12617,NSI.NV
12631,ACOMO.NV
12672,MONT.BR
12702,SIP.BR
12721,CFEB.BR
12722,BIOS.BR
12758,KOG.OL
12850,AGLX.OL
12907,AFK.OL
12910,AIX.OL
12917,STRO.OL
12932,LOKO.OL
12947,NAVA.OL
13021,ADOC.PA
13051,VAC.PA
13063,ALCAR.PA
13099,IPH.PA
13172,GUI.PA
13216,BASS.PA
13219,COTY.PA
13264,PARP.PA
13287,CVX.PA
13299,ALGID.PA
13322,GEA.PA
13560,VJPA.L
13679,6099.HK
13793,ALIFb.ST
13818,NORION.ST
13873,CTY1S.HE
13885,RAIVV.HE
13904,KOSKI.HE
13916,DETEC.HE
13945,NTGNT.CO
13971,LOLB.CO
13974,RTX.CO
14232,VUSA.NV
14235,SLNC.DE
14276,GLIBA
14280,NA
14348,TTWO.RTH
14354,RGTI.RTH
14363,DFDV
14434,STN
14445,HEAT.L
14490,GOOY
14757,DASH.RTH
14779,ADSK.RTH
14806,ELV.RTH
14837,PAYX.RTH
14848,CL.RTH
14851,CPRT.RTH
14857,FDX.RTH
14863,NOC.RTH
14868,AIG.RTH
14875,TEL.RTH
14877,WMB.RTH
14883,VRSK.RTH
14904,EQT.RTH
14914,KMI.RTH
14945,HPQ.RTH
14995,HIG.RTH
14997,MOH.RTH
15015,TROW.RTH
15030,TKO.RTH
15036,EIX.RTH
15055,GPC.RTH
15070,IFF.RTH
15072,NI.RTH
15105,BALL.RTH
15115,ESS.RTH
15117,WY.RTH
15140,AOS.RTH
15164,FWDI
15178,LION
15220,CGAU
15223,ERO
15237,LINE
15241,DOO
15270,MICC.NV
15294,ACWI.PA
15312,HLT.PA
15324,MCEU.PA
15330,IX28.PA
15332,EPAB.PA
15339,KRW.L
15365,CBSM.L
15372,ARKX.L
15390,PRAM.L
15397,PCOM.L
15401,XSOE.L
15409,WSDG.L
15421,DGRA.L
15426,EEDS.L
15428,ISAC.L
15435,EIMI.L
15440,IGLN.L
15458,ID33.L
15464,D28A.L
15469,WEL0.DE
100009,CRO
100023,NEO
100040,LINK
100090,UMA
100099,KNC
100119,AGBP
100155,BTCNZD
100168,ETCEUR
100237,XLMAUD
100238,ZECAUD
100415,MORPHO
201004,NASDAQ.MAR26
204013,OIL.WTI.MAY26
206011,NatGas.MAY26
209016,SILVER.SEP26
1000561,OBL.ASX
1000588,AEL.ASX
1000845,AMI.ASX
1001221,MEZ.ASX
1001556,RPL.ASX
1001695,PPM.ASX
1001717,MTM.ASX
1013128,GABR.CO
1013199,SSABA.ST
1013306,XANOB.ST
1013330,IS.ST
1014152,CTT.ST
1014386,REKA.HE
1014391,LVIDE.NV
1014468,SAGAA.ST
1014548,LAMMB.ST
1015315,MARAS.HE
1015824,SOLTEQ.HE
1015887,EOS.PA
1015890,SFPI.PA
1017715,ROV.CO
1017736,SEZI.ST
1018069,VOLCARB.ST
1018994,BMAX.ST
1019365,EGTX.ST
1019461,GREEN.ST
1020998,LUG.ST
1022090,INSTAL.ST
1025594,EPIB.ST
1026073,VIAFIN.HE
1026987,VNV.ST
1026989,GPG.ST
1029289,KARNELB.ST
1029651,LAPWALL.HE
1029789,ASUNTO.HE
1047906,BSET
1047925,EDUC
1047970,LCNB
1047972,LGL
1047975,MLP
1048023,WSO-B
1048299,APT.US
1048340,PNRG
1048530,STRT
1048607,ARKR
1048861,LITS
1048917,VATE
1048935,STKL
1049027,USAU
1049059,FLUX
1049113,EMA
1049294,STRR.US
1049396,TRAK
1049427,STXS
1049871,TOMZ
1049992,ELMD
1050005,COSM
1050063,XFOR
1050116,MIRA
1050134,CGTX
1050138,CTM
1050163,IROQ
1050166,BRFH
1050228,ELDN
1050299,CSTE
1050315,ZTEK
1050320,TSQ
1050338,AEYE
1050433,BANX
1050497,TCBX
1050510,HSDT
1050590,FINW
1050645,AIOS
1050761,ZKIN
1051056,BOLT
1051110,MDIA
1051140,APRE
1051162,NEOV
1051241,PLBY
1051242,IMCC
1051264,CNEY
1051371,RSVR
1051655,BNT.US
1051742,TKLF
1051776,FTRK
1051799,PRE
1051814,SATL
1051818,HOUR
1051844,IMPP
1052051,ECBK
1052151,HSHP
1052179,BFRG
1052203,WAI
1052205,NOEM
1052308,FER
1052368,ELAB
1052385,ZONE
1052409,TELO
1052436,ROLR
1052457,IOTR
1052484,CUPR
1052516,IBAC
1052558,LHAI
1052584,MKDW
1052597,CRE
1052607,CIGL
1052638,LSE
1052688,DLXY
1052711,TMDE
1052720,NEUP
1052766,AHMA
1052783,EDHL
1052791,UYSC
1058245,PLBL
1059211,IOR
1059234,AHT
1059861,AEC
1060085,QUMS
1060628,FUSE
1061332,CMB.MI
1061354,CAI.MI
1061356,FDA.MI
1061478,PHN.MI
1061521,DEX.MI
1061551,FF.MI
1061584,IEG.MI
11,GBPJPY
70,EURHUF
82,USDCZK
424,GBPILS
1025,MCD
1032,UNH
1045,TM
1057,OWL
1058,LBRDA
1070,PTCT
1081,MBB
1082,VGSH
1084,SCHG
1091,VGIT
1112,F
1129,WDC
1135,ORCL
1172,CRON
1194,CNH.US
1199,GRCL.CVR
1204,ALV.DE
1218,HEN3.DE
1223,CBK.DE
1237,BN.PA
1252,LR.PA
1255,MTS.MC
1395,FNDF
1454,BIIB
1462,CVS
1482,PM
1501,GM
1524,UAL
1540,QVCGA
1582,LUMN
1615,L
1676,APD
1682,GPI
1699,GME
1719,MAS
1730,BWA
1742,WCC
1750,ASH
1782,VYX
1821,AFG
1836,JLL
1892,MTB
1993,ACLN.ZU
2001,ABF.L
2007,ANTO.L
2016,BLND.L
2036,GSK.L
2094,UU.L
2099,WPP.L
2153,DCC.L
2176,TRN.L
2205,CBSH
2226,STB.OL
2254,HEXA-B.ST
2262,ORSTED.CO
2319,2328.HK
2322,1816.HK
2360,00175.HK
2366,00384.HK
2390,02386.HK
2428,9618.HK
2451,BATRK
2475,CWT
2511,EVK.DE
2514,QIA.DE
2545,BOSS.DE
2551,VNA.DE
2564,DHER.DE
2639,CCC.L
2656,RAT.L
2686,TRIG.L
2700,PZC.L
2743,PAY.L
2753,3IN.L
2858,MDAXEX.DE
2928,XAD6.DE
3018,UNG
3023,HYG
3103,CORN.US
3145,IXUS
3183,FAS
3191,GUSH
3217,SCHD
3223,SDOW
3232,SPXU
3237,TAN
3238,THD
3252,VIG
3315,TPG.ASX
3337,MTS.ASX
3338,TNE.ASX
3340,NEC.ASX
3366,0434.HK
3530,ANIM.MI
3567,VRLA.PA
3569,IPS.PA
3585,MAU.PA
3698,MLP.DE
3700,ADN1.DE
3950,IUSM.DE
4021,BUD
4061,GDDY
4064,GLPI
4067,GSAT
4084,IONS
4215,RMAX
4222,DIA.MI
4247,ENB
4266,PRU
4295,VCSH
4307,O
4309,LULU
4319,IWB
4328,CHD
4339,FANG
4352,IFF
4375,MINT
4382,DXCM
4420,GH
4467,XCX5.L
4513,BESI.NV
4537,TKWY.NV
5005,AF.PA
5017,ERF.PA
5393,DT
5523,GEST.MC
5606,HEI
5609,DOYU
5640,PI
5748,WDP.BR
5760,COV.PA
5822,OERL.ZU
5828,SOON.ZU
5882,PAH3.DE
5974,ARE
5977,ESS
5995,SUI.US
6145,BOX
6175,ALDX
6240,NEGG
6289,BTTC
6466,MIDD.L
6549,TER
6567,WING
6576,GTM
6602,AROC
6767,NSTB
6775,MBT
6839,RYN
6873,TGNA
6896,VLRS
7002,CSL.ASX
7033,AGL.ASX
7061,REA.ASX
7128,IFL.ASX
7145,WPR.ASX
7146,CQR.ASX
7154,NWL.ASX
7156,CNU.ASX
7165,GOZ.ASX
7805,RPC.US
7893,EZPW
7897,TEN.US
7906,BBW
7920,MATW
7946,KREF
7971,VSEC
8008,VLA.PA
8597,NU
8621,RPI.L
8624,HIPO
8669,CTKB
8684,TTE
8761,GME.RTH
8841,ICLR
8861,GXO
8882,MEDP
8887,FOXF
8888,PNFP
8907,CACI
8930,TKR
8944,EBAY.RTH
8954,AI
8972,LC
8992,BKU
9009,HDB
9015,ZIP
9082,JHG
9119,INSM
9127,LPRO
9133,BCC
9241,PAYO
9283,BROS
9427,ONON
9475,EVH
9481,AMSC
9509,MMSI
9557,BMEA
9582,HUBG
9602,SEM
9611,KFY
9613,SNDR
9622,GIL
9626,CCS
9648,NPO
9684,SCL
9691,REPL
9713,ICFI
9782,SIBN
9824,KROS
9836,ESTA
9839,NHI
9853,ASC
9900,TCMD
9912,FDMT
9917,BLBD
9934,PLMR
9954,PRM
9974,ACRS
9990,MDXG
10039,AFYA
10126,OLMA
10158,GAMB
10235,HIFS
10238,ONEW
10276,ZURA
10300,NRIM
10310,TBRG
10365,JYNT
10378,UGP
10400,GIC
10420,LZM
10430,NEXA
10460,NPK
10525,LXFR
10538,CURR
10555,IBCF.DE
10557,IUSP.DE
10564,IUSN.DE
10605,ZPDE.DE
10617,TDXPEX.DE
10623,LYXJPN.DE
10637,IQQS.DE
10677,IMD.ASX
10691,REKR
10706,VNT.ASX
10712,LLFLQ
10737,UIS
10759,OR.US
10792,GOVI
10815,EPI
10826,XLSR
10831,DGS
10845,GNR
10848,AIA
10889,BKSY
10951,BMN.ASX
10957,SGHT
10975,SLX.ASX
11038,WA1.ASX
11040,TPW.ASX
11069,INV.US
11085,GEOS
11103,SLN
11130,VLGEA
11137,WEYS
11155,MAQ.ASX
11162,ITIC
11170,LIFE.L
11182,ARKK.L
11238,MHPC.L
11297,SAA.L
11365,IDOX.L
11398,CRTA.L
11436,BKS.L
11525,SALT.L
11673,AEET.L
11784,EXR.L
12171,ADNOCDRI.DH
12199,BURJEEL.DH
12203,HOOD.RTH
12230,TUI1.DE
12274,IXX.DE
12276,TIMA.DE
12309,MRX.DE
12324,93M1.DE
12342,OHB.DE
12352,LQAG.DE
12404,B7E.DE
12445,DAR.DE
12448,ECF.DE
12481,NUVA.DE
12496,KWG.DE
12559,PSH0.DE
12629,SIFG.NV
12633,BSGR.NV
12673,FAGR.BR
12742,CTT.LS
12760,FRO.OL
12765,WAWI.OL
12778,PROT.OL
12780,AKER.OL
12785,NYKD.OL
12795,KOA.OL
12802,NORCO.OL
12804,HSHP.OL
12854,BWO.OL
12857,ARCH.OL
12864,BOR.OL
12902,ENVI.NV
12916,ISLAX.OL
12920,SPOG.OL
12923,PROXI.OL
12977,PYRUM.OL
12984,POL.OL
12987,AIRX.OL
12993,SB68.OL
12994,SKUE.OL
13106,ALOKW.PA
13133,SAVE.PA
13166,ALKEY.PA
13220,SRP.PA
13229,ALWTR.PA
13271,ALORD.PA
13277,ALNSE.PA
13290,ABEO.PA
13547,USPA.L
13583,VOYG
13585,BKTI
13634,CRM.RTH
13636,NOW.RTH
13639,ANET.RTH
13671,6936.HK
13695,168.HK
13704,2618.HK
13709,9660.HK
13729,1456.HK
13765,SAGAb.ST
13770,AVANZ.ST
13778,CATE.ST
13790,SYSR.ST
13792,NCCb.ST
13797,SHOTE.ST
13807,NP3.ST
13816,TRUEb.ST
13832,MIPS.ST
13835,NEWAb.ST
13837,AMBEA.ST
13857,INTE.ST
13875,FIA1S.HE
13911,ASPO.HE
13925,ILKKA2.HE
13929,RAUTE.HE
13930,KBHL.CO
13949,MTHH.CO
13952,SKJE.CO
13970,FLUGb.CO
13972,TCM.CO
14239,AEME.PA
14251,AMV0.DE
14301,TONX
14307,ORBS
14337,AXON.RTH
14349,COST.RTH
14367,BLLN
14382,WYFI
14435,ARQQ
14447,LCCN.L
14459,SPQH.L
14461,LFTO
14479,YMAG
14778,MS.RTH
14794,SPGI.RTH
14801,MDT.RTH
14825,HCA.RTH
14834,MAR.RTH
14862,CTSH.RTH
14870,HLT.RTH
14874,BK.RTH
14881,TDG.RTH
14882,NRG.RTH
14921,MSCI.RTH
14930,SBAC.RTH
14942,ADM.RTH
14944,TRGP.RTH
14996,IQV.RTH
15006,ES.RTH
15047,LKQ.RTH
15053,ALLE.RTH
15056,BG.RTH
15066,EXPD.RTH
15071,IRM.RTH
15091,ZBH.RTH
15098,GNRC.RTH
15100,VTRS.RTH
15121,UDR.RTH
15159,ZBIO
15184,MBX
15187,IMSR
15202,MTPLF
15228,ANGX
15236,OTEX
15296,HLTW.PA
15299,CWE.PA
15301,CG1.PA
15320,UTI.PA
15323,CEM.PA
15334,SEMU.L
15340,EEIA.L
15423,CRUD.L
15424,COPA.L
15429,HLQD.L
15439,JPEA.L
15442,IMVU.L
15444,ISFD.L
15448,MVOL.L
15511,ESIS.DE
15515,XD5E.DE
15523,XMEU.DE
100007,ETC
100028,ZEC
100050,LRC
100074,ZRX
100122,BTCJPY
100165,XRPCAD
100180,BCHCHF
100216,ZECDASH
100321,RONIN
100334,RENDER
100427,PENGU
204012,OIL.WTI.APR26
207007,GOLD.JUN26
207010,GOLD.DEC26
1000417,HSN.ASX
1000689,JMS.ASX
1000695,A4N.ASX
1000903,INR.ASX
1000910,SXE.ASX
1001012,PDI.ASX
1001385,SM1.ASX
1001405,MAF.ASX
1001827,QAL.ASX
1013218,SCAA.ST
1014055,RIASB.CO
1019676,FASTAT.ST
1020273,CONSTI.HE
1020865,TFBANK.ST
1021463,CTM.ST
1022007,ATIC.ST
1026734,FARON.HE
1031892,CCC.ST
1047895,ARTW
1047896,ASYS
1047933,ESP
1047953,ICCC
1047965,KOSS
1047968,TCI
1048001,SIF
1048312,ACNB
1048471,UBCP
1048503,TLF
1048519,KGEI
1048558,LARK
1048647,MGLD
1048679,PROV
1048732,CHAI
1048735,APYX
1048752,WETH
1048938,SGRP
1049115,ARL
1049252,HSCS
1049521,CLRB
1049534,DLPN
1049709,OPTT
1049904,RVYL
1049989,XWIN
1050014,ENTX
1050139,HURA
1050488,TOUR
1050557,CD.US
1050613,AREB
1050642,POLA
1050685,WORX
1050815,SPRO
1050858,RVSN
1050891,WAFU
1050976,BTOG
1051069,PAVS
1051106,UCAR
1051108,CNSP
1051166,KPLT
1051383,AVX
1051543,AISP
1051564,MOLN
1051582,KORE
1051641,EPRX
1051743,BRLT
1051766,LUCD
1051783,MSAI
1051790,LVLU
1051834,DTI
1051892,GTEN
1051991,ASBP
1052076,SHPH
1052165,MDBH
1052275,AXG
1052302,YHC
1052341,LIMN
1052430,ENGS
1052435,NTHI
1052476,ORKT
1052510,SVCO
1052553,TBH
1052796,RIBB
1052801,CEPT
1052802,TACH
1052807,SZZL
1052834,LCCC
1052887,LWAC
1058508,PPCB
1058516,POAS
1059255,SILA
1060183,HVMC
1061414,PQ.MI
1061471,GPI.MI
1061505,TNXT.MI
8,EURGBP
22,NATGAS
52,GBPNZD
65,GBPCAD
73,USDPLN
310,RTY
335,Gasoline.FUT
426,USDCOP
612,VIX.MAR26
1011,BAC
1027,MRK
1059,FWONK
1062,OPCH
1066,BTU
1093,IWV
1096,FNDX
1122,HOG
1127,NFLX
1134,ADSK
1151,CR
1264,SOLB.BR
1355,SLNAF
1391,SRLN
1398,IYW
1418,UHR.ZU
1428,BBEU
1447,LTOD.L
1450,ACN
1477,MDT.US
1486,SHEL
1517,PAGP
1520,BBY
1537,AVT.US
1561,XRX
1618,CB
1621,APA
1633,KMX
1663,ROST
1666,RGA
1671,STT
1672,UNM
1675,RS
1740,FTI
1745,LEN
1763,CMC
1864,THG
1955,DAR
1969,SEDG
2047,KGF.L
2048,LAND.L
2068,REL.L
2105,RECSI.OL
2121,WOSG.L
2134,DEC.L
2143,PFD.L
2155,INF.L
2212,BWLPG.OL
2222,ORK.OL
2234,VOLV-A.ST
2250,INVE-A.ST
2252,TREL-B.ST
2290,IMO
2380,01211.HK
2387,02313.HK
2405,1585.HK
2535,WAF.DE
2540,DEQ.DE
2560,AFX.DE
2612,TCAP.L
2637,DRX.L
2654,GRG.L
2670,HOC.L
2693,HSX.L
2709,QQ.L
2721,SMWH.L
2740,BGEO.L
2764,GRI.L
2885,BIDU.RTH
2908,IBC6.DE
2913,IQQL.DE
2927,PCOM.DE
2980,IMC.MC
3002,GDX
3176,DIV
3180,ERX
3188,FREL
3233,SPYD
3235,SRTY
3246,UVXY
3248,VBK
3260,FLIN
3261,TRMD-A.CO
3313,ALX.ASX
3329,QUB.ASX
3347,BRG.ASX
3350,CIA.ASX
3365,3750.HK
3421,ARGT
3543,ACE.MI
3546,ICOS.MI
3570,EAPI.PA
3659,VOW.DE
3694,FPE.DE
3699,YSN.DE
3955,2B76.DE
4006,ALLE
4008,AMG
4048,EPC
4086,TT
4087,JAZZ
4129,PPC
4155,ST
4182,W.US
4230,UNI.MI
4250,BBD
4257,OXY
4265,EW
4335,YUMC
4450,KWEB
4466,SKYY
4498,BNDX
4531,PHIA.NV
5012,CO.PA
5042,UBI.PA
5044,CDI.PA
5162,API
5201,CRSR
5612,GBTC
5622,AXGN
5652,POOL
5722,IP.MI
5755,EDP.LSB
5761,EDEN.PA
5768,NK.PA
5785,ORNBV.HE
5824,PGHN.ZU
5838,CLNX.MC
5853,HUSQB.ST
5955,RNG
5960,SE
5978,PLNT
5985,HOLX
6002,VNO
6005,RMD
6029,BJ
6034,HGV
6058,BRO
6063,TREX
6086,NTRA
6106,PLAY
6150,6055.HK
6210,CTRM
6271,LSTR
6317,CAN
6365,VONG
6398,CDXS
6495,PAAS
6513,QDEL
6552,TSEM
6560,VIR
6595,AMRX
6634,CCJ
6663,CWEN
6710,TDAY
6732,HP
6750,INVH
6789,MUFG
6832,RLJ
6862,STNG
6887,USAC
6911,YEXT
7004,FMG.ASX
7029,COL.ASX
7052,WHC.ASX
7063,COH.ASX
7070,WOR.ASX
7094,ELV.ASX
7129,BAP.ASX
7150,MND.ASX
7615,SAN.MC
7802,SEB.US
7804,HTLD
7910,WSBC
7914,OIS
7925,THRY
7929,ALEX
7951,ALHC
7978,FPI
8590,RENT
8620,SBER.MOEX
8642,SID
8643,BARK
8653,SICPQ
8682,DEO
8768,JD.RTH
8823,AMTM
8839,BEKE
8840,ARES
8857,TS
8865,CABO
8885,HLI
8940,VMI
8952,DIOD
8962,ENSG
8968,APLS
9053,CDNA
9095,BEAM
9101,CALY
9103,GSHD
9105,MMS
9124,SR
9140,SAVA
9144,MBC
9240,GBTG
9275,WISE.L
9407,CGC.RTH
9408,PLTR.RTH
9446,FRSH
9483,OPRA
9484,VSH
9496,UFPI
9500,PARR
9503,MNSO
9515,PRTA
9519,IMVT
9520,SNN.US
9576,KWR
9624,KMPR
9627,PRMB
9653,CCRN
9695,RES
9724,VCTR
9769,MIR.US
9826,ADTN
9831,GCO
9833,ATMU
9879,UMH
9959,HPK
9998,MERC
10001,EMIRATESNBD.AE
10003,DIB.AE
10009,TECOM.AE
10048,HSAI
10062,STBA
10087,DCOM
10100,KELYA.US
10109,FCBC
10133,YORW.US
10135,TILE
10146,RICK
10156,IGIC
10180,ALNT
10186,HAFC
10210,GHRS
10211,NAMM
10285,WLDN
10292,LFMD
10318,PRTS
10331,KLXE
10336,JAKK
10344,STOK
10357,OPRX
10425,UTL
10502,PSTL
10510,NXDT
10515,RLGT
10527,MEC
10553,RPT
10580,XDWH.DE
10610,GOAI.DE
10638,XDWF.DE
10699,MSPR
10715,STRO
10722,AMPX
10758,DRCT
10779,CGCP
10796,AIQ
10834,RDVY
10865,XMMO
10891,CRDF
10923,LDI
10946,AERT
10982,CAPR
11046,PLSE
11051,THRD
11143,IDRV
11230,GKP.L
11247,POLR.L
11248,POLN.L
11364,ABDP.L
11427,FNTL.L
11615,EMAN.L
11689,TRU.L
11713,SRAD.L
11837,HEIQ.L
12112,LIV.L
12159,PHPT.L
12189,LULU.DH
12191,ADNOCDIS.DH
12219,SAGE CVR
12306,LUS1.DE
12308,JDC.DE
12344,EBO.DE
12369,VVV3.DE
12378,DFV.DE
12388,IC8.DE
12395,NF4.DE
12417,FC9.DE
12428,GMM.DE
12430,BST.DE
12442,PAL.DE
12446,CFC.DE
12489,ALG.DE
12538,S6P.DE
12544,SPM.DE
12564,FF24.DE
12574,O5G.DE
12613,CTPNV.NV
12619,AVTX.NV
12627,NEDAP.NV
12628,FFARM.NV
12637,AXS.NV
12652,BNJ.NV
12674,CPINV.BR
12770,LSG.OL
12786,OET.OL
12846,DVD.OL
12848,REACH.OL
12878,BEWI.OL
12897,RING.OL
12942,SMOP.OL
12959,SKAND.OL
12966,ITERA.OL
13007,TINDE.OL
13030,NOKIA.PA
13039,SCHP.PA
13059,SWP.PA
13077,ALREW.PA
13113,ALMDG.PA
13130,RBO.PA
13138,EXE.PA
13190,GPE.PA
13194,LACR.PA
13213,ALWEC.PA
13228,CRTO.PA
13255,ALICA.PA
13273,ALVGO.PA
13308,ALEAC.PA
13559,VAPU.L
13563,CBU0.L
13664,267.HK
13676,2423.HK
13681,3606.HK
13708,6969.HK
13713,2367.HK
13718,358.HK
13748,1519.HK
13767,SECTb.ST
13769,SWECb.ST
13776,THULE.ST
13834,MEDCAP.ST
13862,VAIAS.HE
13864,PUUILO.HE
13868,PON1V.HE
13898,SBI.HE
13902,EVLI.HE
13959,NNIT.CO
14248,WELK.DE
14249,CD91.DE
14263,AVGO.EUR
14326,AMAT.RTH
14336,LYFT.RTH
14338,REGN.RTH
14344,FRMI
14380,CNTN
14386,LTBR
14401,TIC
14402,AEXA
14407,BUR
14419,DKNG.RTH
14440,MWH
14448,LEMA.L
14471,HLAL
14482,TSLY
14767,CDNS.RTH
14769,MCHP.RTH
14775,ETN.RTH
14776,UNP.RTH
14847,CB.RTH
14867,AFL.RTH
14872,DAL.RTH
14900,CARR.RTH
14906,CNC.RTH
14928,BIIB.RTH
14931,VRSN.RTH
14959,DOW.RTH
14970,HBAN.RTH
14984,MLM.RTH
15032,JKHY.RTH
15033,WAT.RTH
15038,CBOE.RTH
15109,DOC.RTH
15111,TPL.RTH
15125,SNA.RTH
15197,CRML
15211,OPENZ
15215,CAE
15221,BBUC
15244,OS
15306,MEUD.PA
15314,IND.PA
15318,EPRE.PA
15336,IQCT.L
15347,VOOL.DE
15355,TRIA.L
15356,SHOR.L
15364,FLQA.L
15369,EURO.L
15370,CLIP.L
15376,CWEU.L
15416,RARE.L
15445,IUMO.L
15451,BTEE.L
15516,SX7EEX.DE
15521,WEXU.DE
15522,F50B.DE
100013,RUNE
100041,UNI
100088,CTSI
100131,ETHXLM
100140,BTCXLM
100169,ETCGBP
100222,ZECXLM
100303,PEPExM
100309,PENDLE
100318,MOVE
100343,OSMO
100409,COW
212003,GBPUSD.JUN26
1000690,HUM.ASX
1000891,CEL.ASX
1000902,GEM.ASX
1001262,REG.ASX
1001651,LRV.ASX
1014048,RAIKV.HE
1014447,KSL.HE
1014563,BIOBV.HE
1015152,BRINB.ST
1017156,WISE.ST
1017692,CRADB.ST
1017795,EOLUB.ST
1019700,GNRO.PA
1020232,PLAZB.ST
1021235,ACAST.ST
1021599,MAHAA.ST
1021977,ISOFOL.ST
1028700,VEFAB.ST
1029038,NORBB.ST
1047932,ESCA
1047942,FRD
1047957,INTG
1047962,KELYB
1047976,MOG-B
1048290,SMSI
1048321,MSN
1048326,SNFCA
1048396,NSYS
1048408,CCEL
1048421,CKX
1048430,GURE
1048682,QGEN
1048766,FNWD
1048809,MKC-V
1048817,NIXX
1048888,SUNE
1048922,RDCM
1048926,KZIA
1048969,VRME
1049320,AGIG
1049461,SONM
1049573,GAU
1049735,SCNX
1049806,DUOT
1049832,FVCB
1049879,FEED
1049881,YJ
1049894,HBCP
1049914,RCON
1049942,AGPU
1049960,XTNT
1050023,AMBO
1050107,INCR
1050131,DARE
1050424,GBLI
1050556,SCNI
1050563,AUID
1050740,ISOU
1050788,PETZ
1050808,DOGZ
1050981,VIOT
1051100,PBFS
1051109,IPSC
1051142,BSBK
1051169,VZLA
1051240,PODC
1051248,DDI
1051427,BNAI
1051430,OACC
1051545,BRNS
1051625,WAVE
1051726,AMOD
1051756,FGI
1051880,EVTL
1051915,LUCY
1051994,OKYO
1052049,MEGL
1052059,AFRI
1052106,AZI
1052134,LVWR
1052149,GXAI
1052178,ABLV
1052214,FBGL
1052239,ZKH
1052261,HUHU
1052273,WOK
1052349,RYDE
1052356,ALMS
1052414,MMA
1052444,BAYA
1052449,AUNA
1052489,TJGC
1052556,ZJK
1052591,MGN
1052593,TOPP
1052601,SBXD
1052614,GIG
1052637,MPU
1052697,SORA
1052706,ETHM
1052716,ANNA
1052717,RANG
1052736,GCL
1052753,JACS
1052781,COLA
1052821,XRPN
1052872,CHAC
1052934,NSRX
1058051,KCHV
1058399,EVAC
1059231,FSP
1059348,CCHH
1059653,STKE
1061315,BAN.MI
17,OIL
21,COPPER.FUT
31,FRA40
42,USDZAR
58,USDSEK
322,Switzerland20
332,Soybeans.FUT
1008,AA
1012,CAT
1098,FLOT
1100,TEO
1125,URBN
1181,BBBY
1208,AS
1226,HEI.DE
1253,MC.PA
1259,RI.PA
1285,STLAM.MI
1307,UCG.MI
1324,FCC.MC
1366,SDZNY
1377,NTES
1399,MOAT
1496,WMB
1550,AFL
1552,ABT.US
1601,KMI
1642,D
1715,TRGP
1739,KKR
1774,DDS
1776,LKQ
1812,ABG
1867,SON
1953,TROW
1957,WSO
1959,XYL
1975,EDIT
2009,AV.L
2102,III.L
2214,DNO.OL
2242,ASSA-B.ST
2258,LUND-B.ST
2352,00002.HK
2376,01113.HK
2386,02269.HK
2421,1873.HK
2508,UN0.DE
2529,SZG.DE
2566,NEM.DE
2605,HWDN.L
2662,MCG.L
2806,PDL.L
2816,WIZZ.L
2842,OTB.L
2895,MMM.RTH
2897,SNAP.RTH
2981,HAVAS.NV
3075,IUSA.L
3124,LQD
3164,AMZA
3177,DJP
3219,SCHF
3234,SPYG
3258,VTEB
3262,ALSYDB.CO
3280,AYEU.DE
3319,ORI.ASX
3321,CWY.ASX
3360,ID27.L
3370,VAS.ASX
3400,SX5EEX.DE
3420,SRUUF
3542,FCT.MI
3550,ARIS.MI
3665,BFSA.DE
3688,WAC.DE
3722,3QSS.DE
4047,EAT
4136,RIG
4203,CACC
4211,MMI
4243,BTI
4253,SLB
4255,CCI
4268,EQIX
4294,ANET
4298,VEU
4300,SYF
4343,CFG
4361,TRU.US
4384,QUAL
4388,SPLV
4408,OLED
4434,LITE
4481,TSM
4501,ABN.NV
4522,HEIO.NV
5045,FSLY
5578,NOKIA.HE
5617,ALRM
5646,JOUT
5740,COLR.BR
5825,PSPN.ZU
5827,SIKA.ZU
5858,NIBEB.ST
5967,CPRT
5971,ODFL
